date,year,n1,n2,n3,n4,n5,n6,div1_prize,div1_winners,url
8/8/2006,2006,10,20,24,28,32,49,0,0,https://lottery.hk/en/mark-six/results/2006-08-08
10/8/2006,2006,12,15,18,23,35,38,0,0,https://lottery.hk/en/mark-six/results/2006-08-10
12/8/2006,2006,2,13,18,26,28,43,0,0,https://lottery.hk/en/mark-six/results/2006-08-12
15/8/2006,2006,8,18,21,23,30,47,0,0,https://lottery.hk/en/mark-six/results/2006-08-15
17/8/2006,2006,10,17,19,27,37,38,"16,629,415",4,https://lottery.hk/en/mark-six/results/2006-08-17
19/8/2006,2006,3,25,27,28,43,45,0,0,https://lottery.hk/en/mark-six/results/2006-08-19
22/8/2006,2006,8,18,22,34,48,49,"4,468,920",2,https://lottery.hk/en/mark-six/results/2006-08-22
24/8/2006,2006,3,11,14,21,40,45,0,0,https://lottery.hk/en/mark-six/results/2006-08-24
26/8/2006,2006,27,29,31,36,39,43,"10,822,975",1,https://lottery.hk/en/mark-six/results/2006-08-26
29/8/2006,2006,14,34,37,40,48,49,0,0,https://lottery.hk/en/mark-six/results/2006-08-29
31/8/2006,2006,4,26,30,35,45,46,"10,208,225",1,https://lottery.hk/en/mark-six/results/2006-08-31
2/9/2006,2006,3,16,17,34,46,48,0,0,https://lottery.hk/en/mark-six/results/2006-09-02
5/9/2006,2006,4,8,14,22,41,48,"6,081,615",2,https://lottery.hk/en/mark-six/results/2006-09-05
7/9/2006,2006,5,8,15,25,33,48,"5,000,000",1,https://lottery.hk/en/mark-six/results/2006-09-07
9/9/2006,2006,8,12,14,17,23,25,0,0,https://lottery.hk/en/mark-six/results/2006-09-09
12/9/2006,2006,2,32,40,41,43,45,0,0,https://lottery.hk/en/mark-six/results/2006-09-12
14/9/2006,2006,12,26,27,28,32,46,"15,340,350",1,https://lottery.hk/en/mark-six/results/2006-09-14
17/9/2006,2006,5,11,14,20,22,41,0,0,https://lottery.hk/en/mark-six/results/2006-09-17
19/9/2006,2006,3,11,22,25,27,33,0,0,https://lottery.hk/en/mark-six/results/2006-09-19
21/9/2006,2006,1,22,33,40,43,48,0,0,https://lottery.hk/en/mark-six/results/2006-09-21
23/9/2006,2006,3,13,20,34,37,40,0,0,https://lottery.hk/en/mark-six/results/2006-09-23
26/9/2006,2006,7,9,15,18,32,43,0,0,https://lottery.hk/en/mark-six/results/2006-09-26
28/9/2006,2006,5,15,22,30,42,49,"61,711,125",1,https://lottery.hk/en/mark-six/results/2006-09-28
30/9/2006,2006,1,2,4,11,12,23,0,0,https://lottery.hk/en/mark-six/results/2006-09-30
3/10/2006,2006,1,5,9,19,35,45,0,0,https://lottery.hk/en/mark-six/results/2006-10-03
5/10/2006,2006,5,9,16,32,35,42,"7,634,705",2,https://lottery.hk/en/mark-six/results/2006-10-05
8/10/2006,2006,1,4,17,22,27,28,"5,000,000",1,https://lottery.hk/en/mark-six/results/2006-10-08
10/10/2006,2006,6,8,22,39,40,47,0,0,https://lottery.hk/en/mark-six/results/2006-10-10
12/10/2006,2006,5,9,10,22,26,38,0,0,https://lottery.hk/en/mark-six/results/2006-10-12
14/10/2006,2006,3,16,20,36,41,49,0,0,https://lottery.hk/en/mark-six/results/2006-10-14
17/10/2006,2006,5,22,29,33,36,40,0,0,https://lottery.hk/en/mark-six/results/2006-10-17
19/10/2006,2006,9,11,15,29,35,44,0,0,https://lottery.hk/en/mark-six/results/2006-10-19
22/10/2006,2006,3,18,24,26,42,43,0,0,https://lottery.hk/en/mark-six/results/2006-10-22
24/10/2006,2006,12,28,29,30,44,48,"34,357,880",2,https://lottery.hk/en/mark-six/results/2006-10-24
26/10/2006,2006,5,8,13,17,26,41,0,0,https://lottery.hk/en/mark-six/results/2006-10-26
28/10/2006,2006,7,28,33,35,42,44,0,0,https://lottery.hk/en/mark-six/results/2006-10-28
31/10/2006,2006,1,6,13,28,35,44,"16,124,660",1,https://lottery.hk/en/mark-six/results/2006-10-31
2/11/2006,2006,5,7,28,35,36,39,"5,000,000",1,https://lottery.hk/en/mark-six/results/2006-11-02
5/11/2006,2006,11,22,38,41,42,45,0,0,https://lottery.hk/en/mark-six/results/2006-11-05
9/11/2006,2006,2,21,22,34,36,38,0,0,https://lottery.hk/en/mark-six/results/2006-11-09
11/11/2006,2006,10,13,18,21,31,48,"17,778,925",1,https://lottery.hk/en/mark-six/results/2006-11-11
14/11/2006,2006,8,14,20,34,36,49,"16,333,130",2,https://lottery.hk/en/mark-six/results/2006-11-14
16/11/2006,2006,3,10,12,32,35,44,0,0,https://lottery.hk/en/mark-six/results/2006-11-16
18/11/2006,2006,10,11,14,34,40,49,"9,639,245",1,https://lottery.hk/en/mark-six/results/2006-11-18
21/11/2006,2006,3,7,16,26,31,35,0,0,https://lottery.hk/en/mark-six/results/2006-11-21
23/11/2006,2006,6,10,19,32,41,49,0,0,https://lottery.hk/en/mark-six/results/2006-11-23
25/11/2006,2006,7,18,30,35,36,49,"5,139,965",3,https://lottery.hk/en/mark-six/results/2006-11-25
28/11/2006,2006,6,10,21,23,35,36,"5,000,000",1,https://lottery.hk/en/mark-six/results/2006-11-28
30/11/2006,2006,5,8,9,27,31,35,0,0,https://lottery.hk/en/mark-six/results/2006-11-30
3/12/2006,2006,10,22,25,32,34,44,0,0,https://lottery.hk/en/mark-six/results/2006-12-03
5/12/2006,2006,20,21,38,41,45,46,"15,068,405",1,https://lottery.hk/en/mark-six/results/2006-12-05
7/12/2006,2006,5,8,10,27,34,40,0,0,https://lottery.hk/en/mark-six/results/2006-12-07
9/12/2006,2006,21,22,24,28,43,48,0,0,https://lottery.hk/en/mark-six/results/2006-12-09
12/12/2006,2006,6,15,26,30,39,41,"7,874,250",2,https://lottery.hk/en/mark-six/results/2006-12-12
14/12/2006,2006,2,14,15,29,37,47,0,0,https://lottery.hk/en/mark-six/results/2006-12-14
17/12/2006,2006,9,13,17,21,22,33,0,0,https://lottery.hk/en/mark-six/results/2006-12-17
19/12/2006,2006,5,11,17,32,33,48,"10,498,190",4,https://lottery.hk/en/mark-six/results/2006-12-19
21/12/2006,2006,5,28,35,46,48,49,"5,000,000",1,https://lottery.hk/en/mark-six/results/2006-12-21
24/12/2006,2006,16,29,31,34,39,42,0,0,https://lottery.hk/en/mark-six/results/2006-12-24
28/12/2006,2006,3,11,14,20,27,44,0,0,https://lottery.hk/en/mark-six/results/2006-12-28
30/12/2006,2006,5,6,7,21,30,40,"5,417,205",3,https://lottery.hk/en/mark-six/results/2006-12-30
2/1/2007,2007,6,12,14,30,32,38,0,0,https://lottery.hk/en/mark-six/results/2007-01-02
4/1/2007,2007,7,8,33,40,42,49,"9,733,255",1,https://lottery.hk/en/mark-six/results/2007-01-04
6/1/2007,2007,3,17,33,38,43,49,0,0,https://lottery.hk/en/mark-six/results/2007-01-06
9/1/2007,2007,11,14,16,19,34,43,0,0,https://lottery.hk/en/mark-six/results/2007-01-09
11/1/2007,2007,1,2,10,27,40,41,0,0,https://lottery.hk/en/mark-six/results/2007-01-11
13/1/2007,2007,6,7,25,28,38,45,0,0,https://lottery.hk/en/mark-six/results/2007-01-13
16/1/2007,2007,4,14,23,25,38,42,"35,448,515",1,https://lottery.hk/en/mark-six/results/2007-01-16
18/1/2007,2007,7,10,33,39,48,49,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-01-18
21/1/2007,2007,9,18,26,28,36,44,0,0,https://lottery.hk/en/mark-six/results/2007-01-21
23/1/2007,2007,6,19,25,31,32,35,0,0,https://lottery.hk/en/mark-six/results/2007-01-23
25/1/2007,2007,5,6,23,24,38,48,"3,783,660",4,https://lottery.hk/en/mark-six/results/2007-01-25
27/1/2007,2007,11,25,26,36,39,41,"2,500,000",2,https://lottery.hk/en/mark-six/results/2007-01-27
30/1/2007,2007,9,11,12,14,18,24,"2,500,000",2,https://lottery.hk/en/mark-six/results/2007-01-30
1/2/2007,2007,8,13,32,33,39,47,"5,075,335",1,https://lottery.hk/en/mark-six/results/2007-02-01
3/2/2007,2007,6,11,12,19,27,39,0,0,https://lottery.hk/en/mark-six/results/2007-02-03
6/2/2007,2007,11,12,19,22,42,47,"27,617,675",2,https://lottery.hk/en/mark-six/results/2007-02-06
8/2/2007,2007,9,24,26,27,37,44,0,0,https://lottery.hk/en/mark-six/results/2007-02-08
11/2/2007,2007,11,22,25,32,41,45,0,0,https://lottery.hk/en/mark-six/results/2007-02-11
13/2/2007,2007,3,13,14,21,22,32,0,0,https://lottery.hk/en/mark-six/results/2007-02-13
15/2/2007,2007,7,15,17,38,45,48,"24,094,410",1,https://lottery.hk/en/mark-six/results/2007-02-15
17/2/2007,2007,9,16,17,28,33,42,"2,500,000",2,https://lottery.hk/en/mark-six/results/2007-02-17
19/2/2007,2007,4,17,18,35,37,47,0,0,https://lottery.hk/en/mark-six/results/2007-02-19
22/2/2007,2007,2,8,11,18,32,39,0,0,https://lottery.hk/en/mark-six/results/2007-02-22
24/2/2007,2007,7,9,22,24,32,36,"7,455,665",2,https://lottery.hk/en/mark-six/results/2007-02-24
27/2/2007,2007,9,10,16,30,38,41,0,0,https://lottery.hk/en/mark-six/results/2007-02-27
1/3/2007,2007,16,18,25,29,33,43,0,0,https://lottery.hk/en/mark-six/results/2007-03-01
3/3/2007,2007,4,10,30,35,43,46,"16,878,655",1,https://lottery.hk/en/mark-six/results/2007-03-03
6/3/2007,2007,5,8,22,27,32,41,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-03-06
8/3/2007,2007,6,12,16,25,33,49,0,0,https://lottery.hk/en/mark-six/results/2007-03-08
11/3/2007,2007,2,7,16,30,37,39,0,0,https://lottery.hk/en/mark-six/results/2007-03-11
13/3/2007,2007,1,4,12,35,39,46,0,0,https://lottery.hk/en/mark-six/results/2007-03-13
15/3/2007,2007,1,14,39,40,45,49,"27,400,935",1,https://lottery.hk/en/mark-six/results/2007-03-15
17/3/2007,2007,21,23,26,36,45,49,0,0,https://lottery.hk/en/mark-six/results/2007-03-17
20/3/2007,2007,1,11,23,37,42,43,0,0,https://lottery.hk/en/mark-six/results/2007-03-20
22/3/2007,2007,6,9,12,15,43,47,0,0,https://lottery.hk/en/mark-six/results/2007-03-22
24/3/2007,2007,2,5,6,12,22,40,"7,902,180",3,https://lottery.hk/en/mark-six/results/2007-03-24
27/3/2007,2007,12,21,24,32,36,46,"32,806,085",1,https://lottery.hk/en/mark-six/results/2007-03-27
29/3/2007,2007,2,22,23,40,44,45,0,0,https://lottery.hk/en/mark-six/results/2007-03-29
1/4/2007,2007,16,17,21,28,38,45,"9,723,375",1,https://lottery.hk/en/mark-six/results/2007-04-01
3/4/2007,2007,9,22,30,41,42,48,"2,500,000",2,https://lottery.hk/en/mark-six/results/2007-04-03
5/4/2007,2007,13,33,35,39,40,48,0,0,https://lottery.hk/en/mark-six/results/2007-04-05
7/4/2007,2007,5,7,8,23,36,41,0,0,https://lottery.hk/en/mark-six/results/2007-04-07
10/4/2007,2007,6,9,13,31,40,45,0,0,https://lottery.hk/en/mark-six/results/2007-04-10
12/4/2007,2007,4,8,24,27,35,45,"20,229,260",1,https://lottery.hk/en/mark-six/results/2007-04-12
15/4/2007,2007,11,14,19,35,44,49,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-04-15
17/4/2007,2007,2,20,40,43,45,49,0,0,https://lottery.hk/en/mark-six/results/2007-04-17
19/4/2007,2007,7,9,15,29,32,48,0,0,https://lottery.hk/en/mark-six/results/2007-04-19
21/4/2007,2007,19,27,41,42,44,49,0,0,https://lottery.hk/en/mark-six/results/2007-04-21
24/4/2007,2007,4,6,7,14,19,37,0,0,https://lottery.hk/en/mark-six/results/2007-04-24
26/4/2007,2007,17,22,24,35,37,40,0,0,https://lottery.hk/en/mark-six/results/2007-04-26
30/4/2007,2007,10,11,18,27,38,44,0,0,https://lottery.hk/en/mark-six/results/2007-04-30
3/5/2007,2007,3,17,32,44,46,47,"37,398,375",2,https://lottery.hk/en/mark-six/results/2007-05-03
5/5/2007,2007,7,9,11,20,45,49,0,0,https://lottery.hk/en/mark-six/results/2007-05-05
8/5/2007,2007,11,20,23,30,46,48,"34,012,760",1,https://lottery.hk/en/mark-six/results/2007-05-08
10/5/2007,2007,4,6,12,14,41,46,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-05-10
13/5/2007,2007,14,16,25,28,36,38,"5,607,570",1,https://lottery.hk/en/mark-six/results/2007-05-13
15/5/2007,2007,12,30,33,36,42,43,0,0,https://lottery.hk/en/mark-six/results/2007-05-15
17/5/2007,2007,4,5,14,27,37,39,0,0,https://lottery.hk/en/mark-six/results/2007-05-17
19/5/2007,2007,21,24,31,36,38,46,0,0,https://lottery.hk/en/mark-six/results/2007-05-19
22/5/2007,2007,20,21,23,28,38,40,"13,568,175",2,https://lottery.hk/en/mark-six/results/2007-05-22
26/5/2007,2007,23,24,26,29,36,41,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-05-26
29/5/2007,2007,2,8,12,25,29,46,0,0,https://lottery.hk/en/mark-six/results/2007-05-29
31/5/2007,2007,1,4,7,20,25,38,0,0,https://lottery.hk/en/mark-six/results/2007-05-31
2/6/2007,2007,16,20,26,27,42,46,0,0,https://lottery.hk/en/mark-six/results/2007-06-02
5/6/2007,2007,5,9,11,21,22,37,"20,233,800",1,https://lottery.hk/en/mark-six/results/2007-06-05
7/6/2007,2007,1,4,15,34,44,47,0,0,https://lottery.hk/en/mark-six/results/2007-06-07
10/6/2007,2007,1,6,9,36,37,48,0,0,https://lottery.hk/en/mark-six/results/2007-06-10
12/6/2007,2007,7,30,31,41,45,47,0,0,https://lottery.hk/en/mark-six/results/2007-06-12
14/6/2007,2007,3,19,21,29,33,41,"46,778,775",1,https://lottery.hk/en/mark-six/results/2007-06-14
16/6/2007,2007,3,15,18,19,28,37,0,0,https://lottery.hk/en/mark-six/results/2007-06-16
19/6/2007,2007,4,8,11,12,20,32,"4,346,315",2,https://lottery.hk/en/mark-six/results/2007-06-19
21/6/2007,2007,1,5,11,26,43,45,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-06-21
23/6/2007,2007,10,24,27,28,31,38,0,0,https://lottery.hk/en/mark-six/results/2007-06-23
26/6/2007,2007,2,17,24,32,35,47,0,0,https://lottery.hk/en/mark-six/results/2007-06-26
28/6/2007,2007,4,15,38,40,41,46,0,0,https://lottery.hk/en/mark-six/results/2007-06-28
30/6/2007,2007,1,4,10,18,37,44,0,0,https://lottery.hk/en/mark-six/results/2007-06-30
3/7/2007,2007,16,22,35,36,45,48,0,0,https://lottery.hk/en/mark-six/results/2007-07-03
5/7/2007,2007,14,23,25,26,35,38,"15,076,990",3,https://lottery.hk/en/mark-six/results/2007-07-05
7/7/2007,2007,4,8,10,15,35,45,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-07-07
10/7/2007,2007,12,13,17,24,31,43,0,0,https://lottery.hk/en/mark-six/results/2007-07-10
12/7/2007,2007,6,16,17,18,22,49,0,0,https://lottery.hk/en/mark-six/results/2007-07-12
14/7/2007,2007,10,19,24,30,45,49,0,0,https://lottery.hk/en/mark-six/results/2007-07-14
17/7/2007,2007,5,10,12,13,16,42,0,0,https://lottery.hk/en/mark-six/results/2007-07-17
19/7/2007,2007,1,26,27,36,42,45,"33,919,735",1,https://lottery.hk/en/mark-six/results/2007-07-19
21/7/2007,2007,5,9,18,40,43,45,0,0,https://lottery.hk/en/mark-six/results/2007-07-21
24/7/2007,2007,16,26,30,36,41,49,0,0,https://lottery.hk/en/mark-six/results/2007-07-24
26/7/2007,2007,13,22,28,32,37,46,"16,016,490",1,https://lottery.hk/en/mark-six/results/2007-07-26
28/7/2007,2007,18,21,29,30,31,38,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-07-28
31/7/2007,2007,3,4,21,43,47,48,0,0,https://lottery.hk/en/mark-six/results/2007-07-31
2/8/2007,2007,8,22,29,35,40,41,0,0,https://lottery.hk/en/mark-six/results/2007-08-02
7/8/2007,2007,1,14,26,32,45,48,"31,844,760",2,https://lottery.hk/en/mark-six/results/2007-08-07
9/8/2007,2007,3,4,5,12,17,44,0,0,https://lottery.hk/en/mark-six/results/2007-08-09
11/8/2007,2007,6,9,35,38,43,44,0,0,https://lottery.hk/en/mark-six/results/2007-08-11
14/8/2007,2007,7,9,12,27,29,40,"13,713,610",1,https://lottery.hk/en/mark-six/results/2007-08-14
16/8/2007,2007,14,16,18,26,30,35,0,0,https://lottery.hk/en/mark-six/results/2007-08-16
18/8/2007,2007,14,18,22,31,35,40,0,0,https://lottery.hk/en/mark-six/results/2007-08-18
21/8/2007,2007,10,13,22,33,36,48,"7,753,615",2,https://lottery.hk/en/mark-six/results/2007-08-21
24/8/2007,2007,10,19,20,28,37,43,0,0,https://lottery.hk/en/mark-six/results/2007-08-24
26/8/2007,2007,6,20,23,42,44,45,0,0,https://lottery.hk/en/mark-six/results/2007-08-26
28/8/2007,2007,4,9,20,27,37,43,"15,113,830",1,https://lottery.hk/en/mark-six/results/2007-08-28
30/8/2007,2007,3,4,13,23,34,39,0,0,https://lottery.hk/en/mark-six/results/2007-08-30
1/9/2007,2007,2,6,16,38,39,44,0,0,https://lottery.hk/en/mark-six/results/2007-09-01
4/9/2007,2007,6,28,38,44,45,49,0,0,https://lottery.hk/en/mark-six/results/2007-09-04
6/9/2007,2007,4,12,18,35,40,44,"23,652,930",1,https://lottery.hk/en/mark-six/results/2007-09-06
8/9/2007,2007,1,3,14,31,34,35,0,0,https://lottery.hk/en/mark-six/results/2007-09-08
11/9/2007,2007,14,23,26,35,36,44,0,0,https://lottery.hk/en/mark-six/results/2007-09-11
13/9/2007,2007,8,14,15,25,32,38,0,0,https://lottery.hk/en/mark-six/results/2007-09-13
16/9/2007,2007,6,7,8,17,24,27,"21,434,160",1,https://lottery.hk/en/mark-six/results/2007-09-16
18/9/2007,2007,10,12,24,37,41,43,"20,863,520",2,https://lottery.hk/en/mark-six/results/2007-09-18
20/9/2007,2007,6,11,13,28,40,41,0,0,https://lottery.hk/en/mark-six/results/2007-09-20
22/9/2007,2007,5,6,24,44,48,49,"8,924,890",1,https://lottery.hk/en/mark-six/results/2007-09-22
25/9/2007,2007,2,8,16,24,25,34,0,0,https://lottery.hk/en/mark-six/results/2007-09-25
27/9/2007,2007,6,9,17,23,34,45,0,0,https://lottery.hk/en/mark-six/results/2007-09-27
29/9/2007,2007,35,41,42,44,47,49,0,0,https://lottery.hk/en/mark-six/results/2007-09-29
2/10/2007,2007,10,21,30,34,37,43,0,0,https://lottery.hk/en/mark-six/results/2007-10-02
4/10/2007,2007,6,14,28,29,37,38,"32,007,100",1,https://lottery.hk/en/mark-six/results/2007-10-04
6/10/2007,2007,7,20,25,33,38,45,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-10-06
9/10/2007,2007,9,10,16,23,32,49,"2,500,000",2,https://lottery.hk/en/mark-six/results/2007-10-09
11/10/2007,2007,12,19,23,26,33,42,0,0,https://lottery.hk/en/mark-six/results/2007-10-11
13/10/2007,2007,23,24,25,27,43,45,"9,182,945",1,https://lottery.hk/en/mark-six/results/2007-10-13
16/10/2007,2007,6,10,11,14,31,40,0,0,https://lottery.hk/en/mark-six/results/2007-10-16
18/10/2007,2007,1,2,37,39,47,48,"42,021,875",1,https://lottery.hk/en/mark-six/results/2007-10-18
20/10/2007,2007,4,14,18,19,30,42,0,0,https://lottery.hk/en/mark-six/results/2007-10-20
23/10/2007,2007,6,13,21,29,31,37,0,0,https://lottery.hk/en/mark-six/results/2007-10-23
25/10/2007,2007,4,14,31,35,42,49,"16,205,905",1,https://lottery.hk/en/mark-six/results/2007-10-25
27/10/2007,2007,2,27,30,35,43,46,0,0,https://lottery.hk/en/mark-six/results/2007-10-27
30/10/2007,2007,12,19,31,41,42,47,0,0,https://lottery.hk/en/mark-six/results/2007-10-30
1/11/2007,2007,5,9,12,18,24,43,0,0,https://lottery.hk/en/mark-six/results/2007-11-01
4/11/2007,2007,4,13,25,27,40,47,0,0,https://lottery.hk/en/mark-six/results/2007-11-04
8/11/2007,2007,6,14,18,28,30,37,"32,493,650",1,https://lottery.hk/en/mark-six/results/2007-11-08
10/11/2007,2007,1,6,8,15,41,43,0,0,https://lottery.hk/en/mark-six/results/2007-11-10
13/11/2007,2007,2,6,15,30,38,42,0,0,https://lottery.hk/en/mark-six/results/2007-11-13
15/11/2007,2007,12,16,18,27,41,45,0,0,https://lottery.hk/en/mark-six/results/2007-11-15
18/11/2007,2007,1,4,6,20,25,32,"25,947,485",1,https://lottery.hk/en/mark-six/results/2007-11-18
20/11/2007,2007,6,13,14,22,30,44,0,0,https://lottery.hk/en/mark-six/results/2007-11-20
22/11/2007,2007,1,12,29,39,40,48,0,0,https://lottery.hk/en/mark-six/results/2007-11-22
24/11/2007,2007,5,19,25,32,40,42,"15,819,105",1,https://lottery.hk/en/mark-six/results/2007-11-24
27/11/2007,2007,7,25,27,33,35,45,0,0,https://lottery.hk/en/mark-six/results/2007-11-27
29/11/2007,2007,10,13,19,27,43,48,0,0,https://lottery.hk/en/mark-six/results/2007-11-29
2/12/2007,2007,18,25,29,30,32,35,"16,138,035",1,https://lottery.hk/en/mark-six/results/2007-12-02
4/12/2007,2007,18,23,26,28,30,45,0,0,https://lottery.hk/en/mark-six/results/2007-12-04
6/12/2007,2007,5,26,33,38,39,46,"41,882,235",1,https://lottery.hk/en/mark-six/results/2007-12-06
8/12/2007,2007,9,14,35,38,41,42,0,0,https://lottery.hk/en/mark-six/results/2007-12-08
11/12/2007,2007,16,18,24,35,40,41,"10,576,700",1,https://lottery.hk/en/mark-six/results/2007-12-11
13/12/2007,2007,5,7,15,18,23,42,0,0,https://lottery.hk/en/mark-six/results/2007-12-13
16/12/2007,2007,1,17,23,25,40,44,0,0,https://lottery.hk/en/mark-six/results/2007-12-16
18/12/2007,2007,1,2,6,19,24,40,0,0,https://lottery.hk/en/mark-six/results/2007-12-18
22/12/2007,2007,1,9,17,28,42,46,"60,224,375",1,https://lottery.hk/en/mark-six/results/2007-12-22
25/12/2007,2007,1,2,21,30,44,46,0,0,https://lottery.hk/en/mark-six/results/2007-12-25
27/12/2007,2007,7,17,37,38,40,48,0,0,https://lottery.hk/en/mark-six/results/2007-12-27
29/12/2007,2007,6,12,16,33,41,48,"16,590,215",1,https://lottery.hk/en/mark-six/results/2007-12-29
31/12/2007,2007,15,16,21,23,37,45,"5,000,000",1,https://lottery.hk/en/mark-six/results/2007-12-31
3/1/2008,2008,5,8,36,39,42,46,0,0,https://lottery.hk/en/mark-six/results/2008-01-03
5/1/2008,2008,3,11,14,32,33,42,"9,450,240",1,https://lottery.hk/en/mark-six/results/2008-01-05
8/1/2008,2008,2,9,14,24,40,45,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-01-08
10/1/2008,2008,4,20,36,42,46,47,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-01-10
13/1/2008,2008,8,13,18,22,26,42,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-01-13
15/1/2008,2008,10,11,15,18,37,45,0,0,https://lottery.hk/en/mark-six/results/2008-01-15
17/1/2008,2008,8,19,24,35,36,40,0,0,https://lottery.hk/en/mark-six/results/2008-01-17
19/1/2008,2008,4,7,8,20,32,34,0,0,https://lottery.hk/en/mark-six/results/2008-01-19
22/1/2008,2008,9,16,17,30,33,49,"11,196,105",2,https://lottery.hk/en/mark-six/results/2008-01-22
24/1/2008,2008,10,23,26,38,42,46,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-01-24
26/1/2008,2008,13,15,19,22,33,38,"2,500,000",2,https://lottery.hk/en/mark-six/results/2008-01-26
29/1/2008,2008,16,22,24,33,43,44,"26,817,935",2,https://lottery.hk/en/mark-six/results/2008-01-29
31/1/2008,2008,24,32,41,42,48,49,0,0,https://lottery.hk/en/mark-six/results/2008-01-31
3/2/2008,2008,1,34,36,37,42,46,0,0,https://lottery.hk/en/mark-six/results/2008-02-03
5/2/2008,2008,3,6,36,40,43,48,0,0,https://lottery.hk/en/mark-six/results/2008-02-05
8/2/2008,2008,2,16,30,31,38,48,"12,177,115",2,https://lottery.hk/en/mark-six/results/2008-02-08
10/2/2008,2008,7,24,26,30,32,39,0,0,https://lottery.hk/en/mark-six/results/2008-02-10
12/2/2008,2008,12,23,31,37,40,45,0,0,https://lottery.hk/en/mark-six/results/2008-02-12
14/2/2008,2008,4,6,15,29,33,39,0,0,https://lottery.hk/en/mark-six/results/2008-02-14
16/2/2008,2008,2,5,8,22,29,41,"10,634,115",2,https://lottery.hk/en/mark-six/results/2008-02-16
19/2/2008,2008,5,15,29,32,38,39,0,0,https://lottery.hk/en/mark-six/results/2008-02-19
21/2/2008,2008,18,22,24,27,30,48,0,0,https://lottery.hk/en/mark-six/results/2008-02-21
23/2/2008,2008,2,9,14,24,33,47,0,0,https://lottery.hk/en/mark-six/results/2008-02-23
26/2/2008,2008,9,20,23,30,34,39,"25,833,460",1,https://lottery.hk/en/mark-six/results/2008-02-26
28/2/2008,2008,6,8,13,17,35,49,0,0,https://lottery.hk/en/mark-six/results/2008-02-28
2/3/2008,2008,5,7,22,30,32,35,"9,143,215",1,https://lottery.hk/en/mark-six/results/2008-03-02
4/3/2008,2008,2,5,13,20,21,49,0,0,https://lottery.hk/en/mark-six/results/2008-03-04
6/3/2008,2008,7,12,24,25,39,44,0,0,https://lottery.hk/en/mark-six/results/2008-03-06
8/3/2008,2008,16,25,31,36,38,49,0,0,https://lottery.hk/en/mark-six/results/2008-03-08
11/3/2008,2008,5,13,15,23,28,40,0,0,https://lottery.hk/en/mark-six/results/2008-03-11
13/3/2008,2008,12,28,31,33,36,44,"22,669,515",2,https://lottery.hk/en/mark-six/results/2008-03-13
15/3/2008,2008,8,10,21,22,30,47,0,0,https://lottery.hk/en/mark-six/results/2008-03-15
18/3/2008,2008,13,23,28,30,37,44,0,0,https://lottery.hk/en/mark-six/results/2008-03-18
20/3/2008,2008,4,12,22,26,33,45,"17,317,970",1,https://lottery.hk/en/mark-six/results/2008-03-20
22/3/2008,2008,13,18,32,38,48,49,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-03-22
25/3/2008,2008,7,14,15,22,25,35,"2,500,000",2,https://lottery.hk/en/mark-six/results/2008-03-25
27/3/2008,2008,3,4,16,32,45,48,0,0,https://lottery.hk/en/mark-six/results/2008-03-27
29/3/2008,2008,6,9,30,32,39,48,0,0,https://lottery.hk/en/mark-six/results/2008-03-29
1/4/2008,2008,15,16,27,40,44,49,0,0,https://lottery.hk/en/mark-six/results/2008-04-01
3/4/2008,2008,1,6,17,28,36,41,0,0,https://lottery.hk/en/mark-six/results/2008-04-03
8/4/2008,2008,11,13,21,36,39,40,0,0,https://lottery.hk/en/mark-six/results/2008-04-08
13/4/2008,2008,1,9,22,23,34,38,"50,615,815",1,https://lottery.hk/en/mark-six/results/2008-04-13
15/4/2008,2008,8,25,31,38,43,48,"30,114,710",1,https://lottery.hk/en/mark-six/results/2008-04-15
17/4/2008,2008,7,10,11,27,31,48,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-04-17
19/4/2008,2008,7,10,16,19,42,46,"5,000,000",1,https://lottery.hk/en/mark-six/results/2008-04-19
22/4/2008,2008,8,14,31,36,40,46,0,0,https://lottery.hk/en/mark-six/results/2008-04-22
24/4/2008,2008,8,12,13,25,31,35,0,0,https://lottery.hk/en/mark-six/results/2008-04-24
26/4/2008,2008,13,15,17,19,24,32,"8,290,775",2,https://lottery.hk/en/mark-six/results/2008-04-26
29/4/2008,2008,20,22,24,25,40,41,0,0,https://lottery.hk/en/mark-six/results/2008-04-29
3/5/2008,2008,1,3,4,5,37,39,"10,225,480",1,https://lottery.hk/en/mark-six/results/2008-05-03
