date,year,n1,n2,n3,n4,n5,n6,div1_prize,div1_winners,url
19/12/2013,2013,4,14,31,39,43,47,0,0,https://lottery.hk/en/mark-six/results/2013-12-19
22/12/2013,2013,12,13,18,41,43,49,"16,513,930",2.5,https://lottery.hk/en/mark-six/results/2013-12-22
25/12/2013,2013,4,21,25,45,47,49,0,0,https://lottery.hk/en/mark-six/results/2013-12-25
28/12/2013,2013,4,9,20,32,42,43,0,0,https://lottery.hk/en/mark-six/results/2013-12-28
31/12/2013,2013,7,9,12,40,42,44,0,0,https://lottery.hk/en/mark-six/results/2013-12-31
2/1/2014,2014,1,36,38,43,46,49,"51,516,650",1,https://lottery.hk/en/mark-six/results/2014-01-02
4/1/2014,2014,6,16,31,32,44,49,0,0,https://lottery.hk/en/mark-six/results/2014-01-04
7/1/2014,2014,9,16,30,31,38,41,0,0,https://lottery.hk/en/mark-six/results/2014-01-07
9/1/2014,2014,4,15,16,28,39,45,0,0,https://lottery.hk/en/mark-six/results/2014-01-09
12/1/2014,2014,3,16,36,39,42,44,"34,819,980",1,https://lottery.hk/en/mark-six/results/2014-01-12
14/1/2014,2014,9,11,27,31,33,34,0,0,https://lottery.hk/en/mark-six/results/2014-01-14
16/1/2014,2014,9,15,16,17,18,37,0,0,https://lottery.hk/en/mark-six/results/2014-01-16
18/1/2014,2014,3,17,18,26,28,44,"20,291,470",1,https://lottery.hk/en/mark-six/results/2014-01-18
21/1/2014,2014,8,20,23,34,37,49,0,0,https://lottery.hk/en/mark-six/results/2014-01-21
23/1/2014,2014,4,5,18,21,27,31,0,0,https://lottery.hk/en/mark-six/results/2014-01-23
25/1/2014,2014,5,20,37,38,43,48,0,0,https://lottery.hk/en/mark-six/results/2014-01-25
28/1/2014,2014,4,20,27,30,31,37,"30,275,820",0.5,https://lottery.hk/en/mark-six/results/2014-01-28
30/1/2014,2014,2,3,4,16,26,36,"10,656,700",2,https://lottery.hk/en/mark-six/results/2014-01-30
4/2/2014,2014,11,13,15,39,48,49,"48,215,660",0.5,https://lottery.hk/en/mark-six/results/2014-02-04
6/2/2014,2014,26,27,32,33,37,45,"33,434,650",1,https://lottery.hk/en/mark-six/results/2014-02-06
9/2/2014,2014,20,21,35,37,47,48,0,0,https://lottery.hk/en/mark-six/results/2014-02-09
11/2/2014,2014,7,10,24,25,27,29,"11,542,330",0.5,https://lottery.hk/en/mark-six/results/2014-02-11
13/2/2014,2014,19,23,25,40,46,49,0,0,https://lottery.hk/en/mark-six/results/2014-02-13
15/2/2014,2014,2,14,30,32,36,45,"20,075,790",1,https://lottery.hk/en/mark-six/results/2014-02-15
18/2/2014,2014,15,21,23,25,34,45,"8,000,000",1,https://lottery.hk/en/mark-six/results/2014-02-18
20/2/2014,2014,3,5,24,26,31,40,0,0,https://lottery.hk/en/mark-six/results/2014-02-20
22/2/2014,2014,2,23,24,29,33,35,0,0,https://lottery.hk/en/mark-six/results/2014-02-22
25/2/2014,2014,8,26,39,40,41,43,0,0,https://lottery.hk/en/mark-six/results/2014-02-25
27/2/2014,2014,5,9,15,24,28,35,0,0,https://lottery.hk/en/mark-six/results/2014-02-27
2/3/2014,2014,11,16,19,21,38,46,0,0,https://lottery.hk/en/mark-six/results/2014-03-02
4/3/2014,2014,3,13,16,19,27,33,0,0,https://lottery.hk/en/mark-six/results/2014-03-04
6/3/2014,2014,6,10,20,27,39,46,"61,290,980",1,https://lottery.hk/en/mark-six/results/2014-03-06
8/3/2014,2014,2,3,16,17,24,32,0,0,https://lottery.hk/en/mark-six/results/2014-03-08
11/3/2014,2014,4,6,15,28,30,33,0,0,https://lottery.hk/en/mark-six/results/2014-03-11
13/3/2014,2014,7,10,17,19,20,22,0,0,https://lottery.hk/en/mark-six/results/2014-03-13
15/3/2014,2014,2,15,21,24,29,46,"24,895,010",0.5,https://lottery.hk/en/mark-six/results/2014-03-15
18/3/2014,2014,2,17,23,35,42,48,0,0,https://lottery.hk/en/mark-six/results/2014-03-18
20/3/2014,2014,1,9,18,25,37,48,"24,047,840",1,https://lottery.hk/en/mark-six/results/2014-03-20
22/3/2014,2014,11,20,21,26,34,49,0,0,https://lottery.hk/en/mark-six/results/2014-03-22
25/3/2014,2014,22,28,35,36,44,45,0,0,https://lottery.hk/en/mark-six/results/2014-03-25
27/3/2014,2014,7,23,35,42,45,49,0,0,https://lottery.hk/en/mark-six/results/2014-03-27
29/3/2014,2014,2,10,12,18,24,33,0,0,https://lottery.hk/en/mark-six/results/2014-03-29
1/4/2014,2014,22,33,36,43,48,49,0,0,https://lottery.hk/en/mark-six/results/2014-04-01
3/4/2014,2014,4,9,25,26,27,28,"38,843,580",1,https://lottery.hk/en/mark-six/results/2014-04-03
5/4/2014,2014,10,19,38,39,44,45,0,0,https://lottery.hk/en/mark-six/results/2014-04-05
8/4/2014,2014,11,24,31,45,46,47,"15,320,590",0.5,https://lottery.hk/en/mark-six/results/2014-04-08
10/4/2014,2014,4,18,21,31,42,49,"6,996,260",2,https://lottery.hk/en/mark-six/results/2014-04-10
12/4/2014,2014,6,18,20,28,43,45,0,0,https://lottery.hk/en/mark-six/results/2014-04-12
15/4/2014,2014,6,14,16,28,41,45,0,0,https://lottery.hk/en/mark-six/results/2014-04-15
17/4/2014,2014,12,14,17,23,24,45,0,0,https://lottery.hk/en/mark-six/results/2014-04-17
19/4/2014,2014,20,21,32,35,46,47,0,0,https://lottery.hk/en/mark-six/results/2014-04-19
22/4/2014,2014,1,3,12,29,36,41,"39,356,150",1,https://lottery.hk/en/mark-six/results/2014-04-22
24/4/2014,2014,1,17,28,32,39,40,0,0,https://lottery.hk/en/mark-six/results/2014-04-24
26/4/2014,2014,9,12,22,27,36,47,0,0,https://lottery.hk/en/mark-six/results/2014-04-26
29/4/2014,2014,2,8,15,26,37,45,"17,936,070",0.5,https://lottery.hk/en/mark-six/results/2014-04-29
1/5/2014,2014,1,14,28,29,37,43,0,0,https://lottery.hk/en/mark-six/results/2014-05-01
3/5/2014,2014,2,6,13,16,30,36,0,0,https://lottery.hk/en/mark-six/results/2014-05-03
6/5/2014,2014,10,23,33,36,39,44,0,0,https://lottery.hk/en/mark-six/results/2014-05-06
8/5/2014,2014,2,10,12,30,37,39,"34,202,730",0.5,https://lottery.hk/en/mark-six/results/2014-05-08
11/5/2014,2014,11,16,26,38,45,49,0,0,https://lottery.hk/en/mark-six/results/2014-05-11
13/5/2014,2014,9,20,22,32,35,41,"28,382,030",1,https://lottery.hk/en/mark-six/results/2014-05-13
15/5/2014,2014,9,12,16,24,34,35,0,0,https://lottery.hk/en/mark-six/results/2014-05-15
18/5/2014,2014,9,12,21,27,37,45,"6,261,590",2,https://lottery.hk/en/mark-six/results/2014-05-18
20/5/2014,2014,10,16,33,34,44,47,0,0,https://lottery.hk/en/mark-six/results/2014-05-20
22/5/2014,2014,9,17,28,31,35,37,0,0,https://lottery.hk/en/mark-six/results/2014-05-22
24/5/2014,2014,2,4,14,30,39,41,0,0,https://lottery.hk/en/mark-six/results/2014-05-24
27/5/2014,2014,3,10,16,30,34,44,0,0,https://lottery.hk/en/mark-six/results/2014-05-27
29/5/2014,2014,4,14,19,24,26,48,0,0,https://lottery.hk/en/mark-six/results/2014-05-29
31/5/2014,2014,2,10,28,32,37,47,"68,368,640",0.5,https://lottery.hk/en/mark-six/results/2014-05-31
2/6/2014,2014,3,13,19,20,36,39,0,0,https://lottery.hk/en/mark-six/results/2014-06-02
4/6/2014,2014,10,11,25,33,40,46,0,0,https://lottery.hk/en/mark-six/results/2014-06-04
7/6/2014,2014,4,8,13,19,44,48,"65,558,410",0.5,https://lottery.hk/en/mark-six/results/2014-06-07
10/6/2014,2014,1,30,32,35,37,44,0,0,https://lottery.hk/en/mark-six/results/2014-06-10
12/6/2014,2014,3,18,21,41,44,45,0,0,https://lottery.hk/en/mark-six/results/2014-06-12
17/6/2014,2014,3,4,15,16,23,45,"35,820,150",2,https://lottery.hk/en/mark-six/results/2014-06-17
19/6/2014,2014,3,17,24,30,31,44,0,0,https://lottery.hk/en/mark-six/results/2014-06-19
21/6/2014,2014,2,17,37,40,45,49,0,0,https://lottery.hk/en/mark-six/results/2014-06-21
24/6/2014,2014,18,24,25,30,31,35,0,0,https://lottery.hk/en/mark-six/results/2014-06-24
26/6/2014,2014,2,20,40,42,47,48,0,0,https://lottery.hk/en/mark-six/results/2014-06-26
29/6/2014,2014,15,23,26,38,46,47,0,0,https://lottery.hk/en/mark-six/results/2014-06-29
3/7/2014,2014,14,17,34,37,43,48,0,0,https://lottery.hk/en/mark-six/results/2014-07-03
5/7/2014,2014,10,14,32,36,37,38,"59,412,520",1,https://lottery.hk/en/mark-six/results/2014-07-05
8/7/2014,2014,4,16,22,27,38,39,0,0,https://lottery.hk/en/mark-six/results/2014-07-08
10/7/2014,2014,1,2,9,17,22,25,"13,080,600",0.5,https://lottery.hk/en/mark-six/results/2014-07-10
12/7/2014,2014,3,11,13,23,40,49,0,0,https://lottery.hk/en/mark-six/results/2014-07-12
15/7/2014,2014,2,5,9,32,41,42,0,0,https://lottery.hk/en/mark-six/results/2014-07-15
17/7/2014,2014,1,20,28,30,42,43,0,0,https://lottery.hk/en/mark-six/results/2014-07-17
19/7/2014,2014,1,9,30,40,41,48,0,0,https://lottery.hk/en/mark-six/results/2014-07-19
22/7/2014,2014,1,3,14,16,24,41,"50,459,660",0.5,https://lottery.hk/en/mark-six/results/2014-07-22
24/7/2014,2014,4,5,21,31,36,38,"32,928,170",0.5,https://lottery.hk/en/mark-six/results/2014-07-24
26/7/2014,2014,1,4,15,17,36,42,"22,702,840",1,https://lottery.hk/en/mark-six/results/2014-07-26
29/7/2014,2014,11,13,15,31,37,47,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2014-07-29
31/7/2014,2014,12,22,27,35,44,48,"9,131,660",0.5,https://lottery.hk/en/mark-six/results/2014-07-31
2/8/2014,2014,3,22,23,26,42,48,"9,514,470",1,https://lottery.hk/en/mark-six/results/2014-08-02
5/8/2014,2014,5,7,8,18,24,29,"8,000,000",1,https://lottery.hk/en/mark-six/results/2014-08-05
7/8/2014,2014,5,14,31,32,36,46,0,0,https://lottery.hk/en/mark-six/results/2014-08-07
9/8/2014,2014,1,9,15,31,33,41,0,0,https://lottery.hk/en/mark-six/results/2014-08-09
12/8/2014,2014,7,9,27,31,36,39,0,0,https://lottery.hk/en/mark-six/results/2014-08-12
14/8/2014,2014,4,8,14,23,48,49,"24,484,200",0.5,https://lottery.hk/en/mark-six/results/2014-08-14
16/8/2014,2014,23,26,27,37,42,46,"18,336,530",0.5,https://lottery.hk/en/mark-six/results/2014-08-16
19/8/2014,2014,2,5,27,32,42,46,0,0,https://lottery.hk/en/mark-six/results/2014-08-19
21/8/2014,2014,10,14,26,29,30,31,0,0,https://lottery.hk/en/mark-six/results/2014-08-21
23/8/2014,2014,4,12,14,24,32,38,0,0,https://lottery.hk/en/mark-six/results/2014-08-23
26/8/2014,2014,25,29,32,33,37,44,0,0,https://lottery.hk/en/mark-six/results/2014-08-26
28/8/2014,2014,11,17,24,27,31,38,"38,913,520",0.5,https://lottery.hk/en/mark-six/results/2014-08-28
30/8/2014,2014,15,18,24,27,39,49,"27,144,620",0.5,https://lottery.hk/en/mark-six/results/2014-08-30
2/9/2014,2014,26,28,37,43,45,47,0,0,https://lottery.hk/en/mark-six/results/2014-09-02
4/9/2014,2014,11,14,34,36,43,46,0,0,https://lottery.hk/en/mark-six/results/2014-09-04
9/9/2014,2014,7,25,27,36,39,42,0,0,https://lottery.hk/en/mark-six/results/2014-09-09
13/9/2014,2014,3,12,40,43,48,49,"82,246,250",2,https://lottery.hk/en/mark-six/results/2014-09-13
16/9/2014,2014,4,15,17,22,34,43,0,0,https://lottery.hk/en/mark-six/results/2014-09-16
18/9/2014,2014,6,16,20,25,27,45,0,0,https://lottery.hk/en/mark-six/results/2014-09-18
20/9/2014,2014,3,16,32,38,40,48,0,0,https://lottery.hk/en/mark-six/results/2014-09-20
23/9/2014,2014,12,13,20,28,41,43,0,0,https://lottery.hk/en/mark-six/results/2014-09-23
25/9/2014,2014,3,19,42,44,48,49,0,0,https://lottery.hk/en/mark-six/results/2014-09-25
28/9/2014,2014,6,10,12,26,28,35,"8,279,690",7,https://lottery.hk/en/mark-six/results/2014-09-28
30/9/2014,2014,10,16,20,39,45,46,0,0,https://lottery.hk/en/mark-six/results/2014-09-30
2/10/2014,2014,4,10,24,29,33,35,0,0,https://lottery.hk/en/mark-six/results/2014-10-02
4/10/2014,2014,5,14,22,24,27,45,0,0,https://lottery.hk/en/mark-six/results/2014-10-04
7/10/2014,2014,12,13,26,33,42,49,0,0,https://lottery.hk/en/mark-six/results/2014-10-07
9/10/2014,2014,2,12,14,23,40,46,0,0,https://lottery.hk/en/mark-six/results/2014-10-09
11/10/2014,2014,26,29,34,35,37,47,0,0,https://lottery.hk/en/mark-six/results/2014-10-11
14/10/2014,2014,1,5,8,17,20,37,0,0,https://lottery.hk/en/mark-six/results/2014-10-14
16/10/2014,2014,4,9,34,39,48,49,"63,807,640",0.5,https://lottery.hk/en/mark-six/results/2014-10-16
18/10/2014,2014,12,19,22,36,40,47,0,0,https://lottery.hk/en/mark-six/results/2014-10-18
21/10/2014,2014,6,9,17,18,29,34,"48,771,010",0.5,https://lottery.hk/en/mark-six/results/2014-10-21
23/10/2014,2014,11,14,28,29,37,41,0,0,https://lottery.hk/en/mark-six/results/2014-10-23
25/10/2014,2014,1,13,39,40,41,43,"39,883,260",1,https://lottery.hk/en/mark-six/results/2014-10-25
28/10/2014,2014,16,26,30,37,43,47,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2014-10-28
30/10/2014,2014,3,19,29,36,47,49,0,0,https://lottery.hk/en/mark-six/results/2014-10-30
1/11/2014,2014,9,10,11,20,26,44,0,0,https://lottery.hk/en/mark-six/results/2014-11-01
4/11/2014,2014,16,23,29,30,37,38,0,0,https://lottery.hk/en/mark-six/results/2014-11-04
6/11/2014,2014,4,10,12,14,29,48,"14,727,540",2,https://lottery.hk/en/mark-six/results/2014-11-06
8/11/2014,2014,7,8,15,32,34,39,0,0,https://lottery.hk/en/mark-six/results/2014-11-08
11/11/2014,2014,3,5,9,19,48,49,"10,474,490",1,https://lottery.hk/en/mark-six/results/2014-11-11
13/11/2014,2014,21,36,41,42,46,49,0,0,https://lottery.hk/en/mark-six/results/2014-11-13
16/11/2014,2014,7,15,32,33,34,43,0,0,https://lottery.hk/en/mark-six/results/2014-11-16
18/11/2014,2014,2,6,17,24,37,49,0,0,https://lottery.hk/en/mark-six/results/2014-11-18
20/11/2014,2014,8,16,19,33,35,46,0,0,https://lottery.hk/en/mark-six/results/2014-11-20
22/11/2014,2014,2,12,17,27,32,33,0,0,https://lottery.hk/en/mark-six/results/2014-11-22
25/11/2014,2014,6,35,41,42,44,47,0,0,https://lottery.hk/en/mark-six/results/2014-11-25
27/11/2014,2014,2,20,22,30,40,45,"56,474,290",1,https://lottery.hk/en/mark-six/results/2014-11-27
29/11/2014,2014,7,26,29,32,33,37,0,0,https://lottery.hk/en/mark-six/results/2014-11-29
2/12/2014,2014,1,4,13,27,47,49,"14,195,900",1,https://lottery.hk/en/mark-six/results/2014-12-02
4/12/2014,2014,1,8,20,27,33,36,0,0,https://lottery.hk/en/mark-six/results/2014-12-04
6/12/2014,2014,17,18,21,25,40,48,0,0,https://lottery.hk/en/mark-six/results/2014-12-06
9/12/2014,2014,3,4,13,29,31,41,"22,273,570",1,https://lottery.hk/en/mark-six/results/2014-12-09
11/12/2014,2014,1,7,13,32,35,39,"8,000,000",1,https://lottery.hk/en/mark-six/results/2014-12-11
13/12/2014,2014,12,14,17,20,40,48,0,0,https://lottery.hk/en/mark-six/results/2014-12-13
16/12/2014,2014,1,7,14,31,34,42,0,0,https://lottery.hk/en/mark-six/results/2014-12-16
18/12/2014,2014,6,8,10,21,25,29,"20,371,440",1,https://lottery.hk/en/mark-six/results/2014-12-18
21/12/2014,2014,2,25,30,36,37,43,0,0,https://lottery.hk/en/mark-six/results/2014-12-21
23/12/2014,2014,1,4,12,14,35,47,0,0,https://lottery.hk/en/mark-six/results/2014-12-23
25/12/2014,2014,12,19,24,43,46,47,"19,483,290",0.5,https://lottery.hk/en/mark-six/results/2014-12-25
27/12/2014,2014,14,15,28,31,32,48,0,0,https://lottery.hk/en/mark-six/results/2014-12-27
29/12/2014,2014,1,25,30,33,39,40,0,0,https://lottery.hk/en/mark-six/results/2014-12-29
31/12/2014,2014,10,19,25,32,33,37,0,0,https://lottery.hk/en/mark-six/results/2014-12-31
3/1/2015,2015,8,15,31,35,42,44,0,0,https://lottery.hk/en/mark-six/results/2015-01-03
6/1/2015,2015,3,14,16,18,38,49,"22,725,350",3,https://lottery.hk/en/mark-six/results/2015-01-06
8/1/2015,2015,8,18,19,28,37,44,0,0,https://lottery.hk/en/mark-six/results/2015-01-08
11/1/2015,2015,10,21,24,33,40,47,"14,179,430",1,https://lottery.hk/en/mark-six/results/2015-01-11
13/1/2015,2015,16,21,27,37,40,43,0,0,https://lottery.hk/en/mark-six/results/2015-01-13
15/1/2015,2015,1,2,14,37,43,49,0,0,https://lottery.hk/en/mark-six/results/2015-01-15
17/1/2015,2015,14,15,16,25,27,30,0,0,https://lottery.hk/en/mark-six/results/2015-01-17
20/1/2015,2015,5,7,9,13,15,29,"28,064,260",1,https://lottery.hk/en/mark-six/results/2015-01-20
22/1/2015,2015,8,16,21,30,42,46,0,0,https://lottery.hk/en/mark-six/results/2015-01-22
24/1/2015,2015,17,18,20,26,31,32,"8,319,880",1.5,https://lottery.hk/en/mark-six/results/2015-01-24
27/1/2015,2015,4,5,10,13,28,35,0,0,https://lottery.hk/en/mark-six/results/2015-01-27
29/1/2015,2015,6,15,25,29,32,46,0,0,https://lottery.hk/en/mark-six/results/2015-01-29
31/1/2015,2015,5,7,14,17,46,47,0,0,https://lottery.hk/en/mark-six/results/2015-01-31
3/2/2015,2015,11,34,36,43,47,49,0,0,https://lottery.hk/en/mark-six/results/2015-02-03
5/2/2015,2015,13,16,17,18,22,45,0,0,https://lottery.hk/en/mark-six/results/2015-02-05
8/2/2015,2015,5,7,17,18,27,48,"41,662,010",0.5,https://lottery.hk/en/mark-six/results/2015-02-08
10/2/2015,2015,2,17,23,30,34,41,0,0,https://lottery.hk/en/mark-six/results/2015-02-10
12/2/2015,2015,7,9,10,14,22,31,"35,051,820",1,https://lottery.hk/en/mark-six/results/2015-02-12
14/2/2015,2015,2,10,12,21,25,35,0,0,https://lottery.hk/en/mark-six/results/2015-02-14
17/2/2015,2015,14,22,28,33,44,46,0,0,https://lottery.hk/en/mark-six/results/2015-02-17
22/2/2015,2015,15,20,28,29,42,46,0,0,https://lottery.hk/en/mark-six/results/2015-02-22
24/2/2015,2015,17,18,28,32,33,48,"39,879,610",1.5,https://lottery.hk/en/mark-six/results/2015-02-24
26/2/2015,2015,10,12,20,22,25,33,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2015-02-26
28/2/2015,2015,6,9,23,25,41,43,0,0,https://lottery.hk/en/mark-six/results/2015-02-28
3/3/2015,2015,13,17,25,27,46,49,"17,232,210",1,https://lottery.hk/en/mark-six/results/2015-03-03
5/3/2015,2015,2,6,10,20,38,40,0,0,https://lottery.hk/en/mark-six/results/2015-03-05
7/3/2015,2015,6,8,12,16,32,49,0,0,https://lottery.hk/en/mark-six/results/2015-03-07
10/3/2015,2015,1,18,22,27,45,48,"13,685,490",1.5,https://lottery.hk/en/mark-six/results/2015-03-10
12/3/2015,2015,14,17,23,24,25,37,"4,000,000",2,https://lottery.hk/en/mark-six/results/2015-03-12
14/3/2015,2015,4,21,25,29,32,37,"8,000,000",1,https://lottery.hk/en/mark-six/results/2015-03-14
17/3/2015,2015,1,5,11,23,34,47,"8,000,000",1,https://lottery.hk/en/mark-six/results/2015-03-17
19/3/2015,2015,12,15,17,30,31,43,"8,000,000",1,https://lottery.hk/en/mark-six/results/2015-03-19
22/3/2015,2015,7,26,30,33,34,38,0,0,https://lottery.hk/en/mark-six/results/2015-03-22
24/3/2015,2015,2,5,13,37,42,44,0,0,https://lottery.hk/en/mark-six/results/2015-03-24
26/3/2015,2015,2,6,9,16,39,49,"13,123,390",1.5,https://lottery.hk/en/mark-six/results/2015-03-26
28/3/2015,2015,6,11,16,29,30,37,0,0,https://lottery.hk/en/mark-six/results/2015-03-28
31/3/2015,2015,2,5,10,27,36,46,"14,392,300",0.5,https://lottery.hk/en/mark-six/results/2015-03-31
2/4/2015,2015,4,12,20,37,42,47,"12,640,270",1,https://lottery.hk/en/mark-six/results/2015-04-02
4/4/2015,2015,9,12,26,29,44,45,0,0,https://lottery.hk/en/mark-six/results/2015-04-04
6/4/2015,2015,21,24,26,42,43,46,0,0,https://lottery.hk/en/mark-six/results/2015-04-06
9/4/2015,2015,10,11,31,34,37,38,"20,540,720",0.5,https://lottery.hk/en/mark-six/results/2015-04-09
11/4/2015,2015,6,17,18,19,20,42,0,0,https://lottery.hk/en/mark-six/results/2015-04-11
14/4/2015,2015,30,31,35,40,42,48,"22,914,080",0.5,https://lottery.hk/en/mark-six/results/2015-04-14
16/4/2015,2015,1,3,5,20,35,39,0,0,https://lottery.hk/en/mark-six/results/2015-04-16
18/4/2015,2015,12,17,29,31,41,47,0,0,https://lottery.hk/en/mark-six/results/2015-04-18
21/4/2015,2015,3,13,20,24,43,48,0,0,https://lottery.hk/en/mark-six/results/2015-04-21
23/4/2015,2015,3,4,7,8,26,36,"36,689,860",0.5,https://lottery.hk/en/mark-six/results/2015-04-23
25/4/2015,2015,12,19,21,24,36,49,0,0,https://lottery.hk/en/mark-six/results/2015-04-25
28/4/2015,2015,1,8,28,31,36,45,0,0,https://lottery.hk/en/mark-six/results/2015-04-28
30/4/2015,2015,6,8,30,34,36,42,"43,829,100",1,https://lottery.hk/en/mark-six/results/2015-04-30
2/5/2015,2015,7,10,12,16,26,49,0,0,https://lottery.hk/en/mark-six/results/2015-05-02
5/5/2015,2015,11,13,41,42,43,49,0,0,https://lottery.hk/en/mark-six/results/2015-05-05
7/5/2015,2015,3,7,14,21,25,29,0,0,https://lottery.hk/en/mark-six/results/2015-05-07
10/5/2015,2015,2,13,15,38,39,44,0,0,https://lottery.hk/en/mark-six/results/2015-05-10
12/5/2015,2015,3,7,15,25,26,47,0,0,https://lottery.hk/en/mark-six/results/2015-05-12
14/5/2015,2015,5,17,22,34,38,48,"48,719,960",1,https://lottery.hk/en/mark-six/results/2015-05-14
17/5/2015,2015,21,32,36,37,44,46,0,0,https://lottery.hk/en/mark-six/results/2015-05-17
19/5/2015,2015,21,27,28,33,37,48,0,0,https://lottery.hk/en/mark-six/results/2015-05-19
21/5/2015,2015,16,18,19,36,42,47,0,0,https://lottery.hk/en/mark-six/results/2015-05-21
23/5/2015,2015,5,10,13,43,44,45,0,0,https://lottery.hk/en/mark-six/results/2015-05-23
26/5/2015,2015,7,10,15,37,42,45,"42,945,680",0.5,https://lottery.hk/en/mark-six/results/2015-05-26
28/5/2015,2015,2,7,20,23,44,47,"28,973,880",0.5,https://lottery.hk/en/mark-six/results/2015-05-28
30/5/2015,2015,9,16,28,36,42,45,"21,484,090",1,https://lottery.hk/en/mark-six/results/2015-05-30
2/6/2015,2015,11,12,15,21,38,42,"5,333,330",1.5,https://lottery.hk/en/mark-six/results/2015-06-02
4/6/2015,2015,18,24,28,31,39,49,0,0,https://lottery.hk/en/mark-six/results/2015-06-04
6/6/2015,2015,9,11,14,22,27,49,"12,204,300",1,https://lottery.hk/en/mark-six/results/2015-06-06
9/6/2015,2015,7,12,16,17,20,25,0,0,https://lottery.hk/en/mark-six/results/2015-06-09
11/6/2015,2015,10,13,35,38,42,44,0,0,https://lottery.hk/en/mark-six/results/2015-06-11
13/6/2015,2015,10,12,24,25,26,33,0,0,https://lottery.hk/en/mark-six/results/2015-06-13
16/6/2015,2015,13,16,24,26,40,44,0,0,https://lottery.hk/en/mark-six/results/2015-06-16
18/6/2015,2015,4,11,12,24,35,46,"57,974,970",1,https://lottery.hk/en/mark-six/results/2015-06-18
20/6/2015,2015,12,16,31,34,42,48,0,0,https://lottery.hk/en/mark-six/results/2015-06-20
23/6/2015,2015,3,10,26,33,42,46,0,0,https://lottery.hk/en/mark-six/results/2015-06-23
25/6/2015,2015,1,5,26,28,40,49,0,0,https://lottery.hk/en/mark-six/results/2015-06-25
28/6/2015,2015,8,9,18,33,41,43,0,0,https://lottery.hk/en/mark-six/results/2015-06-28
30/6/2015,2015,12,14,21,27,38,43,"34,130,560",0.5,https://lottery.hk/en/mark-six/results/2015-06-30
2/7/2015,2015,4,11,23,32,44,48,0,0,https://lottery.hk/en/mark-six/results/2015-07-02
4/7/2015,2015,9,24,32,34,43,47,0,0,https://lottery.hk/en/mark-six/results/2015-07-04
7/7/2015,2015,9,19,28,29,38,40,"39,075,670",1,https://lottery.hk/en/mark-six/results/2015-07-07
11/7/2015,2015,2,5,17,22,27,28,0,0,https://lottery.hk/en/mark-six/results/2015-07-11
14/7/2015,2015,7,8,10,13,20,38,0,0,https://lottery.hk/en/mark-six/results/2015-07-14
16/7/2015,2015,16,18,22,23,35,38,0,0,https://lottery.hk/en/mark-six/results/2015-07-16
18/7/2015,2015,13,20,23,24,46,47,0,0,https://lottery.hk/en/mark-six/results/2015-07-18
21/7/2015,2015,4,14,15,19,41,42,0,0,https://lottery.hk/en/mark-six/results/2015-07-21
23/7/2015,2015,10,33,40,43,45,49,0,0,https://lottery.hk/en/mark-six/results/2015-07-23
26/7/2015,2015,4,11,15,26,28,30,"79,746,130",1,https://lottery.hk/en/mark-six/results/2015-07-26
28/7/2015,2015,12,25,32,33,34,35,0,0,https://lottery.hk/en/mark-six/results/2015-07-28
30/7/2015,2015,4,5,11,17,24,48,0,0,https://lottery.hk/en/mark-six/results/2015-07-30
1/8/2015,2015,14,20,28,31,32,47,0,0,https://lottery.hk/en/mark-six/results/2015-08-01
4/8/2015,2015,5,9,13,15,21,23,"25,920,360",0.5,https://lottery.hk/en/mark-six/results/2015-08-04
6/8/2015,2015,22,23,35,40,41,42,0,0,https://lottery.hk/en/mark-six/results/2015-08-06
8/8/2015,2015,10,12,19,25,42,46,0,0,https://lottery.hk/en/mark-six/results/2015-08-08
11/8/2015,2015,22,26,27,28,36,47,"33,316,910",0.5,https://lottery.hk/en/mark-six/results/2015-08-11
13/8/2015,2015,1,4,8,21,22,24,0,0,https://lottery.hk/en/mark-six/results/2015-08-13
15/8/2015,2015,2,6,13,25,30,33,0,0,https://lottery.hk/en/mark-six/results/2015-08-15
18/8/2015,2015,7,17,34,41,43,49,0,0,https://lottery.hk/en/mark-six/results/2015-08-18
20/8/2015,2015,4,5,18,23,32,44,0,0,https://lottery.hk/en/mark-six/results/2015-08-20
22/8/2015,2015,2,26,31,32,36,37,"58,071,620",1,https://lottery.hk/en/mark-six/results/2015-08-22
25/8/2015,2015,3,15,16,39,41,42,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2015-08-25
27/8/2015,2015,9,13,29,30,39,45,0,0,https://lottery.hk/en/mark-six/results/2015-08-27
29/8/2015,2015,9,22,28,32,37,39,"16,323,190",0.5,https://lottery.hk/en/mark-six/results/2015-08-29
1/9/2015,2015,5,6,8,10,31,36,"12,417,590",0.5,https://lottery.hk/en/mark-six/results/2015-09-01
3/9/2015,2015,12,16,34,36,42,45,0,0,https://lottery.hk/en/mark-six/results/2015-09-03
5/9/2015,2015,15,16,20,26,36,40,0,0,https://lottery.hk/en/mark-six/results/2015-09-05
8/9/2015,2015,1,4,13,22,32,41,0,0,https://lottery.hk/en/mark-six/results/2015-09-08
10/9/2015,2015,1,11,13,23,35,36,0,0,https://lottery.hk/en/mark-six/results/2015-09-10
